Grizzlies,Rockets,4,14,9,12,6,22,,,,
Grizzlies,Spurs,-5,-14,-13,-10,6,24,,,,
Grizzlies,Mavericks,4,10,22,14,6,15,,,,
Grizzlies,Rockets,4,3,5,9,6,22,,,,
Grizzlies,Hawks,7,5,-3,-15,6,7,,,,
Grizzlies,Seventysixers,8,6,-3,8,6,23,,,,
Grizzlies,Pelicans,-11,-1,6,9,6,19,,,,
Grizzlies,Spurs,1,-9,-17,-20,6,24,,,,
Grizzlies,Suns,4,2,-1,2,6,25,,,,
Grizzlies,Thunder,-3,-12,-35,-37,6,26,,,,
Grizzlies,Pistons,7,-4,-7,1,6,20,,,,
Grizzlies,Hornets,6,-5,-20,-24,6,9,,,,
Grizzlies,Heat,6,8,7,-3,6,8,,,,
Grizzlies,Wizards,4,11,22,17,6,30,,,,
Grizzlies,Bulls,-4,3,-8,-13,6,2,,,,
Grizzlies,Mavericks,1,-6,-9,-9,6,15,,,,
Grizzlies,Pacers,5,1,4,12,6,18,,,,
Grizzlies,Seventysixers,8,6,11,14,6,23,,,,
Grizzlies,Wizards,-7,-11,-16,-9,6,30,,,,
Grizzlies,Hornets,-2,0,0,-6,6,9,,,,
Grizzlies,Lakers,9,13,18,16,6,13,,,,
Grizzlies,Heat,-4,0,7,9,6,8,,,,
Grizzlies,Jazz,-3,-1,3,-5,6,10,,,,
Grizzlies,Trailblazers,2,4,18,13,6,28,,,,
Grizzlies,Thunder,-9,-20,-18,-18,6,26,,,,
Grizzlies,Nuggets,-1,12,1,7,6,17,,,,
Grizzlies,Celtics,-18,-15,-8,3,6,4,,,,
Grizzlies,Rockets,2,-7,-3,-16,6,22,,,,
Grizzlies,Pistons,-3,5,8,2,6,20,,,,
